Barcode,Creditcard,TapAndGo,Asset_ID,Meter_ID,Location_Description,Latitude,Longitude,Location
MPM1647553,Yes,Yes,1647553,680B,"A'Beckett Street between Wills Street and Queen Street, approximately 20m North of Y Suites On A'Beckett, Part Ground & Level 1-2, 183-189 A'Beckett Street, MELBOURNE VIC 3000",-37.8100139,144.9579274,"-37.8100139, 144.9579274"
MPM1647556,Yes,Yes,1647556,540B,"Queen Street between Flinders Lane and Collins Street, approximately 27m North of Roy Morgan, Ground 53-57 Queen Street, MELBOURNE VIC 3000",-37.8172804,144.9616001,"-37.8172804, 144.9616001"
MPM1647559,Yes,Yes,1647559,911A,"Navigation Drive between Collins Street and Harbour Esplanade, approximately 32m NW of 7 Navigation Drive, DOCKLANDS VIC 3008",-37.8222295,144.9468041,"-37.8222295, 144.9468041"
MPM1647560,Yes,Yes,1647560,691B,"Victoria Street between La Trobe Street and Rathdowne Street, approximately 48m NW of 2 La Trobe Street, MELBOURNE VIC 3000",-37.8072941,144.9697152,"-37.8072941, 144.9697152"
MPM1647561,Yes,Yes,1647561,553B,"Wills Street between La Trobe Street and A'Beckett Street, approximately 23m NE of Ear & Hearing Australia Pty Ltd, Part Ground 414 La Trobe Street, MELBOURNE VIC 3000",-37.8112063,144.9573522,"-37.8112063, 144.9573522"
MPM1647563,Yes,Yes,1647563,574A,"King Street between La Trobe Street and Jeffcott Street, approximately 7m North of Pt Gnd , Lvl 1 & Pt Lvl 2, 363 King Street, WEST MELBOURNE VIC 3003",-37.8117547,144.9534439,"-37.8117547, 144.9534439"
MPM1647566,Yes,Yes,1647566,689B,"Dudley Street between King Street and Spencer Street, approximately 10m East of 132 Dudley Street, WEST MELBOURNE VIC 3003",-37.8095974,144.9511354,"-37.8095974, 144.9511354"
MPM1647568,Yes,Yes,1647568,625A,"Francis Street between King Street and Spencer Street, approximately 20m SE of Nationwide Parking, Basement 106-120 Spencer Street, MELBOURNE VIC 3000",-37.8184661,144.95413,"-37.8184661, 144.95413"
MPM1647569,Yes,Yes,1647569,706C,"City Road between Southgate Avenue and Sturt Street, approximately 29m NE of JB Hi-Fi, Part Podium, Gnd - Level 1-5, Pt Lvl 6,8 & Lvl 19, 60 City Road, SOUTHBANK VIC 3006",-37.8214249,144.9663664,"-37.8214249, 144.9663664"
MPM1647570,Yes,Yes,1647570,588A,"Spencer Street between Batman Street and Dudley Street, approximately 4m SW of Phuoc Thanh Bakery, 424 Spencer Street, WEST MELBOURNE VIC 3003",-37.8104539,144.9503187,"-37.8104539, 144.9503187"
MPM1647571,Yes,Yes,1647571,546A,"Queen Street between Little Lonsdale Street and La Trobe Street, approximately 16m NW of Victoria University, 296-308 Queen Street, MELBOURNE VIC 3000",-37.8115967,144.9592941,"-37.8115967, 144.9592941"
MPM1647574,Yes,Yes,1647574,542B,"Queen Street between Little Collins Street and Bourke Street, approximately 4m NE of Ezymart Queen Street, Ground & Part Level 2, 123 Queen Street, MELBOURNE VIC 3000",-37.8156781,144.9608626,"-37.8156781, 144.9608626"
MPM1647577,Yes,Yes,1647577,658C,"Little Lonsdale Street between Spring Street and Exhibition Street, approximately 11m East of Flinch Coffee & Play, 18 Little Lonsdale Street, MELBOURNE VIC 3000",-37.8085558,144.9710922,"-37.8085558, 144.9710922"
MPM1647579,Yes,Yes,1647579,712B,"City Road between Clarke Street and Clarendon Street, approximately 8m East of Gnd & Flr1 300 City Road, SOUTHBANK VIC 3006",-37.8269856,144.9587222,"-37.8269856, 144.9587222"
MPM1647581,Yes,Yes,1647581,553A,"Wills Street between La Trobe Street and A'Beckett Street, approximately 28m SE of Unilodge CBD, 17 Wills Street, MELBOURNE VIC 3000",-37.8110697,144.957484,"-37.8110697, 144.957484"
MPM1647582,Yes,Yes,1647582,778B,"Balston Street between City Road and Kavanagh Street, approximately 66m SE of Southbank Library at Boyd, Part Ground 207 City Road, SOUTHBANK VIC 3006",-37.8256865,144.9616626,"-37.8256865, 144.9616626"
MPM1647585,Yes,Yes,1647585,948C,"Bourke Street between Enterprize Way and Cumberland Street, approximately 14m SW of Wilson Parking, Part Ground, Level 1 & Part Level 2, 818 Bourke Street, DOCKLANDS VIC 3008",-37.8196264,144.9441582,"-37.8196264, 144.9441582"
MPM1647588,Yes,Yes,1647588,660B,"Little Lonsdale Street between Russell Street and Swanston Street, approximately 5m NW of Yimu Hair Salon, 185-189 Little Lonsdale Street, MELBOURNE VIC 3000",-37.8100125,144.9663125,"-37.8100125, 144.9663125"
MPM1647592,Yes,Yes,1647592,945A,"Bourke Street between Harbour Esplanade and Enterprize Way, approximately 11m North of Toss'D, 7 Buckley Walk, DOCKLANDS VIC 3008",-37.8196338,144.9448746,"-37.8196338, 144.9448746"
MPM1647593,Yes,Yes,1647593,639A,"Bourke Street between Queen Street and William Street, approximately 18m West of RACV City Club, 501 Bourke Street, MELBOURNE VIC 3000",-37.8155897,144.9589039,"-37.8155897, 144.9589039"
MPM1647595,Yes,Yes,1647595,654A,"Lonsdale Street between Elizabeth Street and Queen Street, approximately 5m South of Cattleya Beauty & Spa, Ground 410 Lonsdale Street, MELBOURNE VIC 3000",-37.8127453,144.9602757,"-37.8127453, 144.9602757"
MPM1647599,Yes,Yes,1647599,516B,"Russell Street between Flinders Street and Flinders Lane, approximately 5m South of CVA Property Consultants Pty Ltd, 18 Russell Street, MELBOURNE VIC 3000",-37.816269,144.9698404,"-37.816269, 144.9698404"
MPM1647602,Yes,Yes,1647602,550B,"Queen Victoria Market, approximately 38m NE of Queen Victoria Market Trader Hub, Stall 1, Shed F, Queen Victoria Market, 66 Peel Street, MELBOURNE VIC 3000",-37.8070713,144.9580754,"-37.8070713, 144.9580754"
MPM1647604,Yes,Yes,1647604,787B,"Miles Street between Sturt Street and Moore Street, approximately 18m NE of Victorian College Of The Arts Secondary School, 55-65 Miles Street, SOUTHBANK VIC 3006",-37.8281356,144.9652782,"-37.8281356, 144.9652782"
MPM1647606,Yes,Yes,1647606,787A,"Miles Street between Sturt Street and Moore Street, approximately 5m NW of Victorian College Of The Arts Secondary School, 55-65 Miles Street, SOUTHBANK VIC 3006",-37.82825,144.9651416,"-37.82825, 144.9651416"
MPM1647607,Yes,Yes,1647607,786B,"Miles Street between Dodds Street and Sturt Street, approximately 37m NW of Pil Australia Pty Ltd, Part 29 Miles Street, SOUTHBANK VIC 3006",-37.8284028,144.9666613,"-37.8284028, 144.9666613"
MPM1647613,Yes,Yes,1647613,782B,"Grant Street between Wells Street and Dodds Street, approximately 30m North of Grant Street Reserve, 25-45 Grant Street, SOUTHBANK VIC 3006",-37.8254912,144.9687033,"-37.8254912, 144.9687033"
MPM1647616,Yes,Yes,1647616,939A,"Fishplate Lane between Batmans Hill Drive and Village Street, approximately 41m South of West Coast Eagles Football Club, 68 Village Street, DOCKLANDS VIC 3008",-37.8195503,144.9493748,"-37.8195503, 144.9493748"
MPM1647617,Yes,Yes,1647617,645B,"Emporium Melbourne, approximately 16m East of Unit 503, Level 5, 318 Little Bourke Street, MELBOURNE VIC 3000",-37.8130974,144.9634301,"-37.8130974, 144.9634301"
MPM1647619,Yes,Yes,1647619,659B,"Little Lonsdale Street between Exhibition Street and Russell Street, approximately 4m West of Brady Hotel Jones Lane, 111 Little Lonsdale Street, MELBOURNE VIC 3000",-37.8093585,144.9685235,"-37.8093585, 144.9685235"
MPM1647620,Yes,Yes,1647620,780A,"Moray Street between Hancock Street and West Gate Freeway, approximately 15m South of Nationwide Parking, 31-49 Moray Street, SOUTHBANK VIC 3006",-37.8278183,144.9611118,"-37.8278183, 144.9611118"
MPM1647621,Yes,Yes,1647621,762C,"Dodds Street between Miles Street and Grant Street, approximately 53m South of Southern Link Lease, Southern Link Road, SOUTHBANK VIC 3006",-37.8268033,144.9677876,"-37.8268033, 144.9677876"
MPM1647624,Yes,Yes,1647624,754C,"Kavanagh Street between Power Street and Balston Street, approximately 12m SW of Kennedy Park, 99-107 Kavanagh Street, SOUTHBANK VIC 3006",-37.8253584,144.9630082,"-37.8253584, 144.9630082"
MPM1647626,Yes,Yes,1647626,763A,"Dodds Street between Miles Street and Coventry Street, approximately 70m South of AAW Group Holdings Pty Ltd, 102 Dodds Street, SOUTHBANK VIC 3006",-37.8292952,144.9668688,"-37.8292952, 144.9668688"
MPM1647629,Yes,Yes,1647629,764B,"Dodds Street between Coventry Street and Dorcas Street, approximately 9m NW of Human Beans, 147 Dodds Street, SOUTHBANK VIC 3006",-37.8306103,144.9672465,"-37.8306103, 144.9672465"
MPM1647636,Yes,Yes,1647636,329B,"Wreckyn Street between Flemington Road and Courtney Street, approximately 17m NE of The Royal Melbourne Hospital, 10-14 Wreckyn Street, NORTH MELBOURNE VIC 3051",-37.8007912,144.9537958,"-37.8007912, 144.9537958"
MPM1647637,Yes,Yes,1647637,329A,"Wreckyn Street between Flemington Road and Courtney Street, approximately 3m SE of 3-9 Wreckyn Street, NORTH MELBOURNE VIC 3051",-37.8008775,144.9532826,"-37.8008775, 144.9532826"
MPM1647643,Yes,Yes,1647643,178B,"Bouverie Street between Lincoln Square North and Grattan Street, approximately 6m South of Faculty Of Business & Economics, 225-235 Bouverie Street, CARLTON VIC 3053",-37.8011234,144.9622147,"-37.8011234, 144.9622147"
MPM1647649,Yes,Yes,1647649,215C,"Errol Street between Victoria Street and Queensberry Street, approximately 5m East of North Melbourne Lotto, Ground 25 Errol Street, NORTH MELBOURNE VIC 3051",-37.8044122,144.9492639,"-37.8044122, 144.9492639"
MPM1647650,Yes,Yes,1647650,377D,"Adderley Street between Jeffcott Street and Batman Street, approximately 25m SW of Judy Lazarus Transition Centre, 44-58 Adderley Street, WEST MELBOURNE VIC 3003",-37.8124134,144.9489455,"-37.8124134, 144.9489455"
MPM1647651,Yes,Yes,1647651,128D,"Batman Street between Adderley Street and Spencer Street, approximately 4m East of Australian Red Cross Society, Basement, Part Ground & Level 1-2, 100-154 Batman Street, WEST MELBOURNE VIC 3003",-37.8112975,144.9491143,"-37.8112975, 144.9491143"
MPM1647652,Yes,Yes,1647652,377E,"Adderley Street between La Trobe Street and Jeffcott Street, approximately 71m SE of Judy Lazarus Transition Centre, 44-58 Adderley Street, WEST MELBOURNE VIC 3003",-37.8129011,144.949501,"-37.8129011, 144.949501"
MPM1647663,Yes,Yes,1647663,330B,"Blackwood Street between Flemington Road and Courtney Street, approximately 5m North of Maben Group Pty Ltd, 22-24 Blackwood Street, NORTH MELBOURNE VIC 3051",-37.8013713,144.9551839,"-37.8013713, 144.9551839"
MPM1647668,Yes,Yes,1647668,134A,"Eades Street between Victoria Parade and Albert Street, approximately 47m South of Catholic Theological College, Thomas Carr Centre, 256-278 Victoria Parade, EAST MELBOURNE VIC 3002",-37.8094875,144.9809409,"-37.8094875, 144.9809409"
MPM1647671,Yes,Yes,1647671,208B,"Leveson Street between Victoria Street and Queensberry Street, approximately 3m NW of 30 Leveson Street, NORTH MELBOURNE VIC 3051",-37.8040394,144.9510943,"-37.8040394, 144.9510943"
MPM1647672,Yes,Yes,1647672,208C,"Leveson Street between Victoria Street and Queensberry Street, approximately 4m NE of Ut Consulting Pty Ltd, Ground 11-17 Leveson Street, NORTH MELBOURNE VIC 3051",-37.8046028,144.9507191,"-37.8046028, 144.9507191"
MPM1647674,Yes,Yes,1647674,829D,Linlithgow Avenue between St Kilda Road and Government House Drive,-37.8234545,144.9710981,"-37.8234545, 144.9710981"
MPM1647675,Yes,Yes,1647675,769B,"St Kilda Road between Southbank Boulevard and Grant Street, approximately 59m East of Faculty Of The VCA & Music, Building 862, 204-234 St Kilda Road, SOUTHBANK VIC 3006",-37.8242125,144.9708229,"-37.8242125, 144.9708229"
MPM1647678,Yes,Yes,1647678,328C,"Chetwynd Street between Victoria Street and Queensberry Street, approximately 5m NE of 55-57 Chetwynd Street, NORTH MELBOURNE VIC 3051",-37.8047966,144.952187,"-37.8047966, 144.952187"
MPM1647684,Yes,Yes,1647684,345A,"Flemington Road between Villiers Street and Harcourt Street, approximately 13m East of Avist Cafe, 101 Flemington Road, NORTH MELBOURNE VIC 3051",-37.7983242,144.9529996,"-37.7983242, 144.9529996"
MPM1647686,Yes,Yes,1647686,230B,"Dudley Street between Adderley Street and Spencer Street, approximately 28m West of 97-99 Dudley Street, WEST MELBOURNE VIC 3003",-37.8105651,144.9491652,"-37.8105651, 144.9491652"
MPM1647688,Yes,Yes,1647688,302B,"Queensberry Street between Capel Street and Howard Street, approximately 32m NE of St Joseph's Flexible Learning Centre, St Josephs College, 367-395 Queensberry Street, NORTH MELBOURNE VIC 3051",-37.8035476,144.9550493,"-37.8035476, 144.9550493"
MPM1647689,Yes,Yes,1647689,351A,"Victoria Street between Capel Street and Howard Street, approximately 3m South of Nahm Tao Thai Kitchen, 348 Victoria Street, NORTH MELBOURNE VIC 3051",-37.8056099,144.9545219,"-37.8056099, 144.9545219"
MPM1647690,Yes,Yes,1647690,351B,"Victoria Street between Capel Street and Howard Street, approximately 5m NE of Ping's Full Body Care, 205 Victoria Street, WEST MELBOURNE VIC 3003",-37.8058418,144.9546546,"-37.8058418, 144.9546546"
MPM1647692,Yes,Yes,1647692,326B,"Ievers Street between Royal Parade and The Avenue, approximately 27m South of 14 Ievers Street, PARKVILLE VIC 3052",-37.7817892,144.9589736,"-37.7817892, 144.9589736"
MPM1647693,Yes,Yes,1647693,346A,"Chetwynd Street between Stanley Street and Victoria Street, approximately 27m East of 25 Chetwynd Street, WEST MELBOURNE VIC 3003",-37.8058471,144.9522765,"-37.8058471, 144.9522765"
MPM1647696,Yes,Yes,1647696,375A,"Flemington Road between Murphy Street and Harker Street, approximately 8m SW of Ievers Reserve, 42 Flemington Road, PARKVILLE VIC 3052",-37.796995,144.9520629,"-37.796995, 144.9520629"
MPM1647697,Yes,Yes,1647697,376A,"Flemington Road between Gatehouse Street and Abbotsford Street, approximately 10m West of The Larwill Studio, 48 Flemington Road, PARKVILLE VIC 3052",-37.7954574,144.9501428,"-37.7954574, 144.9501428"
MPM1647698,Yes,Yes,1647698,261C,"Elizabeth Street between Victoria Street and Queensberry Street, approximately 6m SW of 582-590 Elizabeth Street, MELBOURNE VIC 3000",-37.8047109,144.9590826,"-37.8047109, 144.9590826"
MPM1647699,Yes,Yes,1647699,149A,"Flemington Road between Racecourse Road and Melrose Street, approximately 54m NE of Tomkin Australia Pty Ltd, Gnd & Flr1 371-377 Flemington Road, NORTH MELBOURNE VIC 3051",-37.7898288,144.9430935,"-37.7898288, 144.9430935"
MPM1647703,Yes,Yes,1647703,261B,"Elizabeth Street between Victoria Street and Queensberry Street, approximately 11m North of Gordon Legal, Part Ground 535 Elizabeth Street, MELBOURNE VIC 3000",-37.8054957,144.9588354,"-37.8054957, 144.9588354"
MPM1647704,Yes,Yes,1647704,336E,"Stanley Street between Adderley Street and Spencer Street, approximately 4m East of 150-152 Stanley Street, WEST MELBOURNE VIC 3003",-37.8089987,144.9475986,"-37.8089987, 144.9475986"
MPM1647708,Yes,Yes,1647708,335E,"Stanley Street between King Street and Spencer Street, approximately 3m North of Gladstone Motor & Panel, 45 Stanley Street, WEST MELBOURNE VIC 3003",-37.8079069,144.9498589,"-37.8079069, 144.9498589"
MPM1647712,Yes,Yes,1647712,379C,"Intersection of King Street and Stanley Street, approximately 28m NE of Ground 541 King Street, WEST MELBOURNE VIC 3003",-37.8070498,144.9508036,"-37.8070498, 144.9508036"
MPM1647714,Yes,Yes,1647714,343A,"Rosslyn Street between Howard Street and King Street, approximately 7m SW of 68 Rosslyn Street, WEST MELBOURNE VIC 3003",-37.8078015,144.9521511,"-37.8078015, 144.9521511"
MPM1647715,Yes,Yes,1647715,343B,"Rosslyn Street between Howard Street and King Street, approximately 27m NE of 49-51 Rosslyn Street, WEST MELBOURNE VIC 3003",-37.8076149,144.953067,"-37.8076149, 144.953067"
MPM1647717,Yes,Yes,1647717,327B,"Capel Street between Victoria Street and Queensberry Street, approximately 4m West of 138 Capel Street, NORTH MELBOURNE VIC 3051",-37.8048076,144.9554725,"-37.8048076, 144.9554725"
MPM1647721,Yes,Yes,1647721,364A,"Bouverie Street between Pelham Street and Lincoln Square North, approximately 28m East of Australian College Of Sport And Fitness, Level 1, 183-189 Bouverie Street, CARLTON VIC 3053",-37.8020907,144.9623273,"-37.8020907, 144.9623273"
MPM1647724,Yes,Yes,1647724,300B,"Intersection of Gatehouse Street and Story Street, approximately 22m North of Parkville House Inc, 34 Gatehouse Street, PARKVILLE VIC 3052",-37.7956044,144.9523364,"-37.7956044, 144.9523364"
MPM1647726,Yes,Yes,1647726,168B,"Berkeley Street between Pelham Street and Grattan Street, approximately 21m SW of School Of Health Services, Building 260 (MSHS), 182-200 Berkeley Street, CARLTON VIC 3053",-37.800883,144.9585545,"-37.800883, 144.9585545"
MPM1647729,Yes,Yes,1647729,340A,"Queensberry Street between Leveson Street and Errol Street, approximately 3m North of Domov House Accommodation, 509-511 Queensberry Street, NORTH MELBOURNE VIC 3051",-37.8032529,144.9504349,"-37.8032529, 144.9504349"
MPM1647733,Yes,Yes,1647733,339A,"Rosslyn Street between King Street and Spencer Street, approximately 21m SW of 124 Rosslyn Street, WEST MELBOURNE VIC 3003",-37.8088045,144.9500841,"-37.8088045, 144.9500841"
MPM1647734,Yes,Yes,1647734,339B,"Rosslyn Street between King Street and Spencer Street, approximately 7m West of Melbourne Budokai (The Kenshikan Dojo) Inc, 93-99 Rosslyn Street, WEST MELBOURNE VIC 3003",-37.8086034,144.9510409,"-37.8086034, 144.9510409"
MPM1647735,Yes,Yes,1647735,262E,"Swanston Street between Queensberry Street and Lincoln Square South, approximately 18m North of Press & Grocers Co, 625-635 Swanston Street, CARLTON VIC 3053",-37.8034732,144.9632961,"-37.8034732, 144.9632961"
MPM1647742,Yes,Yes,1647742,159D,"The Avenue between MacArthur Road and Gatehouse Street, approximately 17m SW of Townhouse 5, 4B The Avenue, PARKVILLE VIC 3052",-37.790611,144.9574589,"-37.790611, 144.9574589"
MPM1647743,Yes,Yes,1647743,159B,"The Avenue between MacArthur Road and Gatehouse Street, approximately 39m SW of Mar Thoma Syrian Church Australia Inc, Mar Thoma Syrian Church Australia, 149 Royal Parade, PARKVILLE VIC 3052",-37.7915463,144.9578648,"-37.7915463, 144.9578648"
MPM1647745,Yes,Yes,1647745,308D,"Leicester Street between Victoria Street and Berkeley Street, approximately 7m North of Journal Student Living Pty Ltd, 18 Leicester Street, CARLTON VIC 3053",-37.8057276,144.9601781,"-37.8057276, 144.9601781"
